date,total_sh_volume,total_dollar_volume,vix_close,target_5d,target_21d
2007-11-28,6901994666.0,250928074513.453,24.11,1021580826494.7122,3888915034095.3613
2007-11-29,5529943057.0,200658149641.14148,23.97,1013649048969.842,3811011265222.963
2007-11-30,6830233357.0,245822319590.275,22.87,942627811425.3911,3761262403303.8193
2007-12-03,5195548896.0,182701497608.0567,23.61,929013291292.3479,3762160348389.6533
2007-12-04,5259517767.0,186289057616.10315,23.79,969705733768.6139,3800193614468.4907
2007-12-05,5808869067.0,206109802039.1358,22.53,1011412541444.8995,3840207981480.422
2007-12-06,5436893310.0,192726372116.27145,20.96,1025984618021.3782,3897321112320.097
2007-12-07,4935768774.0,174801082045.824,20.85,1035820165966.141,4000673617687.008
2007-12-10,4689105181.0,169086977475.01355,20.74,1063158362272.8567,4094792111660.793
2007-12-11,6274164859.0,226981500092.3691,23.59,1045342418842.9292,4094638264855.411
2007-12-12,6745138524.0,247816609715.42136,22.47,979553806718.585,4045145564050.667
2007-12-13,5759964726.0,207298448692.7501,22.56,959833806816.3387,4081565268239.395
2007-12-14,5295029869.0,184636629990.58676,23.27,1027355166232.425,4199622492585.2617
2007-12-17,5462474373.0,196425173781.72937,24.52,901413002070.2692,4288482416158.4536
2007-12-18,5748193192.0,209165556662.4417,22.64,804829706663.3242,4380703943057.335
2007-12-19,5238366334.0,182027997591.0772,21.68,752036314025.5876,4529166677540.759
2007-12-20,5500660077.0,187578448790.50375,20.58,688789410646.6606,4728233789105.244
2007-12-21,7227591990.0,252157989406.673,18.47,559385802008.7308,4771589877555.822
2007-12-24,2026214318.0,70483009619.57346,18.6,684976250060.2893,4954507702956.5205
2007-12-26,3251035592.0,112582261255.49677,18.66,755993431498.6833,5053164483052.574
2007-12-27,3770245854.0,129234604953.34056,20.26,851081150240.2844,5134955598602.928
2007-12-28,3728507523.0,124331545411.5769,20.74,972873773879.7734,5256164070425.406
2007-12-31,3966225900.0,122754380768.74312,22.5,1099958896066.9773,5424956081568.548
2008-01-02,5505069203.0,196073457671.1319,23.17,1182039025808.5796,5490866671677.139
2008-01-03,5337182707.0,183599442693.8908,22.49,1261645054563.4875,5493762858135.272
2008-01-04,6593393700.0,224322323694.94168,23.94,1264150384155.5334,5496001982024.719
2008-01-07,6811868624.0,246124169051.06592,23.79,1216350124015.144,5466052876710.7
2008-01-08,7359927588.0,249839502955.947,25.43,1210228773940.675,5469977902616.436
2008-01-09,8130992480.0,278153587412.73413,24.12,1234769040864.3945,5388099023125.699
2008-01-10,7735860847.0,263205471448.7989,23.45,1256848666770.517,5314700438411.613
2008-01-11,6810565486.0,226827653286.98755,23.68,1331408097044.852,5299726282074.484
2008-01-14,5813169459.0,198323908910.67657,22.9,1463574920208.6758,5310869414829.57
2008-01-15,6998227960.0,243718152881.47812,23.34,1606502327682.187,5263052352726.673
2008-01-16,8804210205.0,302693854336.4535,24.38,1599322551202.9849,5148412582854.265
2008-01-17,8356424857.0,285285097354.92126,28.46,1567438288868.3354,5051190138547.784
2008-01-18,8938388262.0,301387083561.3225,27.18,1477290246658.5632,4953680612405.175
2008-01-22,9592889124.0,330490732074.50055,31.01,1357825235087.757,4819572651780.284
2008-01-23,11087106651.0,386645560354.9893,29.02,1216719691966.8235,4624064598309.284
2008-01-24,8713743647.0,295514077857.2511,27.78,1212752006021.457,4532688358159.463
2008-01-25,7512837842.0,253400835020.27185,29.08,1221335218780.9077,4503734985111.502
2008-01-28,6164864073.0,211239041351.55063,27.78,1196591806581.3813,4501564215568.449
2008-01-29,6371133968.0,211025720503.69412,27.32,1212127533662.0754,4488233476149.736
2008-01-30,7294264557.0,245540017234.05588,27.62,1182762580165.0676,4460465431126.434
2008-01-31,8240784287.0,291546391911.8845,26.2,1144980717114.8657,4368902583868.239
2008-02-01,7645559461.0,261984047779.72263,24.02,1079271377257.1401,4349157299799.17
2008-02-04,5586368610.0,186495629152.02423,25.99,1082582634839.8289,4374086486200.4844
2008-02-05,6743025831.0,226561447584.3881,28.24,1067874684205.2994,4349397035378.2607
2008-02-06,6402783522.0,216175063737.04828,28.97,1061166662134.0134,4348497151009.3667
2008-02-07,7500693025.0,253764528861.68256,27.66,1003303224050.9116,4292775224937.28
2008-02-08,5971670932.0,196274707921.9969,28.01,995082600592.9592,4347846626330.253
2008-02-11,5647555312.0,189806886734.71317,27.6,993338366906.6873,4364330699134.9434
2008-02-12,6188927177.0,211853496949.85852,26.33,985362427375.542,4399071706059.1
2008-02-13,6038339697.0,209467041665.7624,24.88,972278157159.3899,4442343095922.528
2008-02-14,5863705409.0,195901090778.5805,25.54,967514573264.7985,4501849214829.678
2008-02-15,5604605673.0,188054084464.04465,25.02,983598326508.1836,4569017982324.133
2008-02-19,5552333432.0,188062653048.44116,25.59,1019983135432.0535,4632254548558.038
2008-02-20,6097055899.0,203877557418.7132,24.4,1025173849821.8379,4711032824613.893
2008-02-21,5914445449.0,196382771449.6104,25.12,1026486059457.2095,4725024548648.543
2008-02-22,5822041013.0,191137506883.98917,24.06,1053120524783.9734,4734300920061.954
2008-02-25,5931559413.0,204137837707.4297,23.03,1048966231730.2338,4721000388506.384
2008-02-26,6361670568.0,224447461972.31097,21.9,1066757533468.5754,4688587629640.202
2008-02-27,6044929593.0,209068271808.4976,22.69,1069114077213.4174,4646506950563.781
2008-02-28,5916814230.0,197694981084.98212,23.53,1073291092890.5996,4637416815926.445
2008-02-29,6781604606.0,217771972210.75293,26.54,1070794300048.001,4648860939892.411
2008-03-03,6236513826.0,199983544653.69003,26.28,1068853358183.9067,4660385592528.522
2008-03-04,7360753582.0,242238763710.65277,25.52,1077960703788.224,4615648920619.799
2008-03-05,6475907491.0,211424815553.33945,24.6,1072826847774.288,4593306030658.642
2008-03-06,6488684700.0,201871996762.16443,27.55,1117549354886.138,4575892760534.846
2008-03-07,6875558373.0,215275179368.15436,27.49,1155012607047.174,4530763605188.574
2008-03-10,6341017230.0,198042602789.59576,29.38,1212377213943.309,4511480254113.201
2008-03-11,7781992601.0,251346109314.9701,26.36,1216253956586.839,4450299553582.138
2008-03-12,6503833685.0,206290959539.4033,27.22,1261262216329.7812,4424271445779.612
2008-03-13,7605467742.0,246594503874.01447,27.29,1297323545930.335,4342146779793.6055
2008-03-14,7809546168.0,252738431529.19052,31.16,1254959609885.4053,4264983175396.0747
2008-03-17,8180298057.0,255407209685.73056,32.24,1199966278497.0737,4226704201647.1865
2008-03-18,7836778647.0,255222851958.5003,25.79,1135580732690.434,4163832864645.2676
2008-03-19,7693121198.0,251299219282.3455,29.84,1076316216514.2181,4144473957481.55
2008-03-20,9065587576.0,282655833474.5682,26.62,960647975771.726,4038872323434.657
2008-03-24,6734955215.0,210374495484.2608,25.73,938878326735.1118,4031684163707.422
2008-03-25,6215780343.0,200413878297.399,25.72,967680544614.4307,4041240914581.2075
2008-03-26,5951364805.0,190837306151.86072,26.08,988351435752.371,4079199875689.074
2008-03-27,5993844295.0,192034703106.12936,25.88,993818824448.1715,4087713419217.9395
2008-03-28,5398713179.0,166987592732.07602,25.71,1015913157308.2783,4099263751383.6714
2008-03-31,5980969556.0,188604846447.6468,25.61,1011767037498.9994,4107078920309.0894
2008-04-01,6936719332.0,229216096176.71783,22.68,952696965344.1643,4111776226936.2393
2008-04-02,6369605748.0,211508197289.80087,23.43,919948019768.5859,4136636419891.485
2008-04-03,5815030919.0,197502091801.92996,23.21,912611336750.5635,4150266436609.877
2008-04-04,5605899062.0,189081925592.1829,22.45,903792262895.259,4143162563803.883
2008-04-07,5442911111.0,184458726638.36795,22.42,883803374144.8973,4165794255742.92
2008-04-08,5219491134.0,170146024021.88275,22.36,889232177254.675,4213208688127.887
2008-04-09,5418854599.0,178759251714.22235,22.81,927601161477.2952,4234684072026.8535
2008-04-10,5847112247.0,190165408783.90747,21.98,929787267649.9685,4218755721734.484
2008-04-11,5634960884.0,180262851736.8784,23.46,981464728031.7179,4216911575915.989
2008-04-14,5130421592.0,164469837888.00635,23.82,994049089571.3873,4257267490021.947
2008-04-15,5448516488.0,175574827131.66055,22.78,1021660598196.7523,4292171964170.06
2008-04-16,6343227163.0,217128235936.84235,20.53,1014502991431.095,4284663942824.3696
2008-04-17,5491483992.0,192351514956.5808,20.37,1050947743734.2415,4302128637499.2485
2008-04-18,6379445929.0,231940312118.62784,20.13,1019555678250.6075,4276142083734.2837
2008-04-21,5019509662.0,177054199427.67578,20.5,1021039403720.741,4305199878770.2114
2008-04-22,5890362062.0,203186335757.02548,20.87,1014273083336.7803,4339203942531.5063
2008-04-23,6228047197.0,209970629171.18503,20.26,1038215856969.463,4334669656399.3677
2008-04-24,6731916022.0,228796267259.7273,20.06,1045787979954.7821,4285993317884.5146
2008-04-25,5842481095.0,200548246634.9939,19.59,1056371841840.1101,4265308084523.555
2008-04-28,5327069197.0,178537924897.8093,19.64,1059811969728.4895,4283377512275.6934
2008-04-29,5517064657.0,196420015373.06467,20.24,1070482372932.8302,4287940441698.097
2008-04-30,6582080587.0,233913402803.8678,20.79,1054129426535.8127,4256231051913.567
2008-05-01,6687188367.0,236368390245.04636,18.88,1017995671903.9556,4213245290468.758
2008-05-02,6130446046.0,211132108520.322,18.18,981100621875.1711,4232864092687.5884
2008-05-05,5435223138.0,181978052786.18863,18.9,977541275007.3652,4266654232499.197
2008-05-06,6045752269.0,207090418577.40543,18.21,975276608423.9248,4283069861881.6987
2008-05-07,6281895247.0,217560456406.85028,19.73,968195453296.848,4302586340952.621
2008-05-08,5862020923.0,200234635613.1892,19.4,977581032274.8103,4324434839812.329
2008-05-09,5177111060.0,174237058491.5376,19.41,1013160183414.7325,4372748262827.433
2008-05-12,5099208997.0,178418705918.38266,17.79,1040695235850.0132,4415315855598.086
2008-05-13,5862879363.0,204825751993.9649,17.98,1041981478319.6519,4438555796355.722
2008-05-14,6066653590.0,210479301279.7736,17.66,1068692576558.1978,4433914315632.445
2008-05-15,6011973480.0,209620214591.1515,16.3,1064508705006.0931,4412316138294.242
2008-05-16,6063886140.0,209816209631.46,16.47,1034812424119.5073,4394368326061.398
2008-05-19,5900291629.0,205953758353.66324,17.01,1008721679039.8784,4402425042938.875
2008-05-20,5849298053.0,206111994463.6036,17.58,999217037226.2222,4424500367944.006
2008-05-21,6689068108.0,237190399518.31943,18.59,963009582503.3718,4438501635573.917
2008-05-22,5866557161.0,205436343039.04684,18.05,959777252483.6624,4426453434650.284
2008-05-23,5210354201.0,180119928744.8742,19.55,973039952539.0254,4461279310611.892
2008-05-27,5247450877.0,179863013274.0345,19.64,1023927850004.1434,4511599316798.817
2008-05-28,5664821740.0,196607352649.94733,19.07,1043088689951.9924,4549856046529.754
2008-05-29,5738935744.0,200982944795.46893,18.14,1065611793116.4307,4637134385975.342
2008-05-30,5967447661.0,202204013019.33743,17.83,1100484715574.8667,4652334622908.97
2008-06-02,5615085229.0,193382628800.23727,19.83,1129185221247.5264,4726608621390.053
2008-06-03,6532535325.0,230750910739.15247,20.24,1120984792015.0156,4741813891219.743
2008-06-04,6457005875.0,215768192597.79623,20.8,1126202898106.2554,4676354131513.705
2008-06-05,6527313729.0,223506047959.9073,18.63,1130762542897.9482,4685032319400.841
2008-06-06,6936335963.0,237076935477.7735,23.56,1099523427976.6714,4717473822723.135
2008-06-09,6468634545.0,222083134472.8971,23.12,1065462330756.724,4719284711581.603
2008-06-10,6595694431.0,222550481506.64145,23.18,1034780246648.6975,4738616574118.731
2008-06-11,6795348210.0,220986298689.0359,24.12,1027804423190.8022,4774068674236.589
2008-06-12,6896301874.0,228065692751.60025,23.33,1027926049907.9354,4749979329009.876
2008-06-13,6103727516.0,205837820556.49677,21.22,1073279896499.6694,4824635651554.488
2008-06-16,5544612302.0,188022037252.9496,20.95,1078646001362.1339,4910680340903.986
2008-06-17,5589069361.0,191868397398.61517,21.13,1101723408670.0012,5026066146275.439
2008-06-18,6588593281.0,214010475231.14044,22.24,1117895952899.8208,5056855960253.65
2008-06-19,7043777500.0,228187319468.73352,21.58,1124572715811.9707,5033719005945.743
2008-06-20,7962544705.0,251191667148.23065,22.87,1161642332904.7974,5049478672560.207
2008-06-23,6057992979.0,193388142115.41415,22.64,1185658440742.3484,5141167471871.15
2008-06-24,6802921835.0,214945804706.4824,22.42,1238369263317.1858,5190043578183.819
2008-06-25,6932231189.0,230183019460.9601,21.14,1254142424425.0684,5156536204631.601
2008-06-26,7453494308.0,234864082380.88336,23.93,1169586774935.9434,5105278806156.544
2008-06-27,10503763165.0,288261284241.05743,23.44,1113509726541.9302,5045514644850.324
2008-06-30,7100772934.0,217404249952.965,23.95,1165623915389.0317,5074445639284.5
2008-07-01,8438558527.0,267656627281.32,23.65,1121861311439.0776,5041354782319.991
2008-07-02,7632190101.0,245956180568.84247,25.92,1117787474914.0046,4997928319169.31
2008-07-03,4617683575.0,150308432891.75842,24.79,1223917440829.1396,5041369266451.347
2008-07-07,7558945959.0,232184235847.0442,25.78,1195709552506.9827,5050532889031.083
2008-07-08,8490313339.0,269518438800.06653,23.15,1206685256808.0247,4996334499730.79
2008-07-09,7408266440.0,223894023331.366,25.23,1256857960079.108,4986573826879.511
2008-07-10,8057910470.0,241882344043.76956,25.59,1322229818805.4058,4955476513079.691
2008-07-11,8996282075.0,256438398806.8935,27.49,1310591709207.8635,4922111982327.811
2008-07-14,7409860954.0,203976347524.8873,28.48,1311665726843.8013,4924352856898.825
2008-07-15,10055240560.0,280494143101.1083,28.54,1298122917505.388,4855253379616.383
2008-07-16,9132043294.0,274066726602.4491,25.1,1309133132329.2979,4765890056775.778
2008-07-17,9890523132.0,307254202770.0676,25.01,1265700840578.3794,4640703534678.675
2008-07-18,7834401850.0,244800289209.3513,24.05,1217576197277.7698,4560761895845.602
2008-07-21,6454771184.0,205050365160.82507,23.05,1196132516022.7712,4529098555629.986
2008-07-22,8716524165.0,266951333762.6948,21.18,1157678305194.9153,4445391293647.418
2008-07-23,9378235378.0,285076941426.3589,21.31,1118936608155.6968,4325907621551.561
2008-07-24,8631483497.0,263821911019.1492,23.44,1089680467453.3582,4207432814573.004
2008-07-25,6653060383.0,196675645908.74176,22.91,1095534538962.7786,4146187489693.444
2008-07-28,6217524997.0,183606683905.8266,24.23,1105677235230.7466,4104543233490.209
2008-07-29,7684947854.0,228497122934.83893,22.03,1118527970722.6875,4018161039524.9653
2008-07-30,7835294308.0,246335244387.1405,21.21,1087512775835.3203,3928671359767.2363
2008-07-31,7684900246.0,234565770316.8104,22.94,1067080355998.5969,3834934886980.3687
2008-08-01,6801800222.0,202529717418.1621,22.57,1075335668824.3861,3839012331645.6567
2008-08-04,6487287177.0,193749380173.79456,23.49,1104660156705.604,3858816553892.8936
2008-08-05,7814664797.0,241347858426.77988,21.14,1069529520374.7251,3843319530150.289
2008-08-06,7128318106.0,215320049499.77332,20.23,1065604136693.6184,3852176770001.3223
2008-08-07,7476197627.0,214133350480.087,21.15,1036174189975.3774,3910459318176.981
2008-08-08,7121165515.0,210785030243.9513,20.66,1007456840404.3901,3973134836089.8413
2008-08-11,7331275152.0,223073868055.01245,20.12,949241622725.6553,3986857864087.1885
2008-08-12,6679841141.0,206217222095.90103,21.17,916411425574.9646,4034033493823.2935
2008-08-13,6779733438.0,211394665818.66656,21.55,888260831536.4232,4047299714150.9717
2008-08-14,5895403678.0,184703403761.84616,20.34,869150697105.0797,4145092361521.516
2008-08-15,5819743143.0,182067680672.9638,19.58,832430120472.7073,4300054102835.0645
2008-08-18,5475826718.0,164858650376.2776,20.98,803001791125.612,4467514527147.044
2008-08-19,5864815525.0,173387024945.2104,21.28,771577193882.9929,4708789802507.952
2008-08-20,6272755249.0,183244071780.1254,20.42,730448051072.4631,4909307594230.47
2008-08-21,5535618014.0,165593269330.50256,19.82,721700346371.3718,4945708591586.377
2008-08-22,5084601268.0,145347104040.59137,18.81,717182539860.7235,4995640511970.064
2008-08-25,4826777100.0,135430321029.18233,20.97,788359380914.9916,5034764166586.968
2008-08-26,5064449240.0,141962427702.59137,20.49,859950555633.4313,5084511681445.487
2008-08-27,5037068783.0,142114928969.59543,19.76,943686461348.0114,5137373870617.71
2008-08-28,5434813846.0,156845564629.41144,19.43,1011018186069.4064,5243496977400.09
2008-08-29,4855647680.0,140829297529.94302,20.65,1142604787195.209,5325189326253.3955
2008-09-02,6780260620.0,206607162083.45035,21.99,1209458173268.57,5317088550134.38
2008-09-03,7122934086.0,213553602421.03116,21.43,1232701466899.899,5328056569154.236
2008-09-04,7532651799.0,225850834684.1754,24.03,1260243484047.7288,5333286416639.84
2008-09-05,7217476102.0,224177289350.8064,23.06,1260727080843.267,5396354689898.812
2008-09-08,9808599326.0,272415898655.7456,22.64,1270807233319.9119,5358872882032.322
2008-09-09,9892965457.0,273460548156.81143,25.47,1334376107149.6125,5381150568690.945
2008-09-10,8709109775.0,236796896052.3601,24.52,1429898285785.5095,5385176380950.149
2008-09-11,9091878639.0,253392851832.00516,24.39,1591167734259.6226,5474172207846.245
2008-09-12,8220483024.0,224660886146.34497,25.66,1750268711615.9216,5490393896790.403
2008-09-15,10893577570.0,282496051132.39026,31.7,1669766927169.9417,5476446248361.055
2008-09-16,12640972908.0,337029421986.5121,30.3,1528016529607.709,5344438941319.683
2008-09-17,12579215794.0,332319074688.2571,36.22,1370251430565.5364,5280123950591.398
2008-09-18,14357917921.0,414662300306.1181,33.1,1147299072820.5286,5079812674529.489
2008-09-19,13368947826.0,383761863502.644,32.07,958514327459.7029,4869274138549.661
2008-09-22,7200266636.0,201994266686.4105,33.85,1019488732185.0835,4835540233954.2295
2008-09-23,7107646130.0,195279024424.27927,35.72,1046731354144.0519,4834191292274.265
2008-09-24,6560309424.0,174553975646.08456,35.19,1070683764462.4039,4883359428978.754
2008-09-25,7725512460.0,191709942561.11023,32.82,1103495443342.1814,4877401095796.988
2008-09-26,7291396106.0,194977118141.81836,34.74,1139599007370.1401,4835023725234.909
2008-09-29,10232482402.0,262968671411.79108,46.72,1163875898568.1284,4790892295417.335
2008-09-30,8352055380.0,222521646383.2477,39.39,1176288342974.1372,4783934786043.068
2008-10-01,7654796842.0,198506385964.43655,39.81,1273520191825.1348,4779285635756.389
2008-10-02,8410944757.0,224521621440.8877,45.26,1289821278695.81,4750807936957.118
2008-10-03,9190051740.0,231080682169.77716,45.14,1401129275254.1345,4658174349789.962
2008-10-06,11362753786.0,287245562609.7793,52.05,1354766287734.859,4554831279849.16
2008-10-07,9847832172.0,234934090789.2565,53.68,1388380599648.6448,4489456642363.993
2008-10-08,12220221749.0,295738234815.43414,57.53,1297664479778.3508,4375927469061.5635
2008-10-09,11196980013.0,240822708311.5631,63.92,1324845855426.7603,4282355724947.817
2008-10-10,15563512608.0,342388678728.10144,69.95,1196808200942.8677,4069811773801.341
2008-10-13,9812881485.0,240882575090.50363,54.99,1129148953375.18,3971737409830.996
2008-10-14,10981335914.0,268548402703.0424,55.13,1028860912763.1155,3855413425163.7427
2008-10-15,9033115855.0,205022114945.1402,69.25,1017768880562.2905,3884310574832.676
2008-10-16,11265342652.0,268004083959.9726,67.61,973486908952.8921,3781332046078.5713
2008-10-17,9239537827.0,214351024244.20865,70.33,944887494088.0286,3704795071490.7373
2008-10-20,7140757523.0,173223327522.816,52.97,924263914144.9517,3702148252720.9653
2008-10-21,7220755561.0,168260362090.9781,53.11,974840793648.1904,3695676736758.292
2008-10-22,8652433627.0,193930082744.3152,69.65,996474847912.8557,3703429086537.908
2008-10-23,10261726100.0,223722112350.57425,67.8,966609971240.0382,3699869705646.7847
2008-10-24,9130767591.0,185751609379.34503,79.13,976902284502.3091,3711180861599.9336
2008-10-27,7739782209.0,152599747579.73907,80.06,962749631925.191,3738908980456.486
2008-10-28,9858921395.0,218837241594.21704,66.96,927814882999.952,3667383403837.7676
2008-10-29,9778638781.0,215564137008.98026,69.96,881810199295.0614,3514266706499.4883
2008-10-30,8608843507.0,193857235677.75684,62.9,870162025130.3086,3462230015656.395
2008-10-31,8812850787.0,196043922641.61584,59.89,821369066686.5098,3421493022613.124
2008-11-03,6265480932.0,138447095002.6211,53.68,812766699265.514,3447358827545.789
2008-11-04,7782971770.0,183902492668.97803,47.73,771672417716.6951,3413890012824.7476
2008-11-05,7544021968.0,169559453304.0896,54.56,754337382448.395,3411357222471.336
2008-11-06,8457048644.0,182209061513.00403,63.68,806047585549.4646,3409464483157.355
2008-11-07,6776642229.0,147250964197.81696,56.1,823822176557.5159,3422444561224.884
2008-11-10,6229770031.0,129844727581.6254,59.98,831791498632.2643,3434779021802.164
2008-11-11,6859334687.0,142808211120.15906,61.44,859559796265.1498,3440668782199.324
2008-11-12,7888824583.0,152224418035.7895,66.46,869124224357.6648,3427749978384.434
2008-11-13,10842283970.0,233919264614.07373,59.83,836887392267.5222,3314378189232.7515
2008-11-14,8097608388.0,165025555205.86823,66.31,892024568521.105,3322565695991.7275
2008-11-17,6743948134.0,137814049656.3738,69.15,951273284197.2249,3338577307987.744
2008-11-18,8434773456.0,170576508753.04453,67.64,961024641880.4719,3325972976220.6025
2008-11-19,8881420998.0,161788846128.3044,74.26,946547460727.6664,3343565004879.121
2008-11-20,12180261354.0,201682432523.93115,80.86,807312467874.4362,3259366681476.62
2008-11-21,12517218554.0,220162731459.45108,72.67,728970281249.6487,3132922121186.594
2008-11-24,10408960842.0,197062765332.4937,64.7,687214445515.4998,2970629812121.3525
2008-11-25,9383321023.0,180327866436.29144,60.9,671199479014.4946,2832259052782.1973
2008-11-26,7708325955.0,147311664975.49893,54.92,674321491986.9325,2765943696203.228
2008-11-28,3489293637.0,62447439670.7009,55.84,778900715266.909,2795841833507.307
2008-12-01,7985615542.0,141820544834.66364,68.51,817396492631.2689,2759881905041.976
2008-12-02,8247490255.0,155306929598.3448,62.98,822320605298.2698,2711717964483.6123
2008-12-03,8452980554.0,164312899935.28644,60.72,800186893521.8884,2689540207681.7188
2008-12-04,7883756532.0,150433677947.93668,63.64,798451187091.271,2704887783286.987
2008-12-05,8328664462.0,167026662950.67752,59.93,770730138361.4929,2679346953871.242
2008-12-08,8781845790.0,180316322199.02356,58.49,710961291624.8605,2636787207129.931
2008-12-09,7922818689.0,160231042265.34558,58.91,723943311324.3596,2602295978438.4067
2008-12-10,7093912414.0,142179188158.90497,55.73,735589784817.8448,2585862102966.8447
2008-12-11,7514134390.0,148697971517.31937,55.78,744863990286.4285,2579286605290.1216
2008-12-12,7049987991.0,139305614220.89948,54.28,784939250852.3522,2582918568822.0527
2008-12-15,6053986401.0,120547475462.391,56.76,781875884511.3911,2628331514858.628
2008-12-16,8110357546.0,173213061964.84476,52.37,702380993715.9722,2614999463618.0625
2008-12-17,7426199232.0,153825661652.39023,49.84,583325788330.8333,2612885520371.4463
2008-12-18,7721042947.0,157972176985.9029,47.34,467310718442.06665,2621173614271.692
2008-12-19,9160985515.0,179380874786.82333,44.93,368926152051.7732,2600439740252.037
2008-12-22,6053857861.0,117484109121.42989,44.56,343787619905.1233,2636386045520.044
2008-12-23,4983510794.0,93718171169.4258,45.02,355930065105.03076,2684399911315.0527
2008-12-24,1925534893.0,34770456267.25143,44.21,428302597877.7596,2780288470534.107
2008-12-26,2328717511.0,41957107097.136215,43.38,528480633914.0168,2905915022558.16
2008-12-29,4237443372.0,80996308396.52988,43.9,613265579070.6915,2963716408983.336
2008-12-30,4765820485.0,92345576974.78,41.63,662405835630.844,3019860295284.8384
2008-12-31,5514611027.0,105860616369.33324,40.0,694301794719.223,3047264799375.869
2009-01-02,5019699625.0,107142989039.98022,39.19,712898619253.0641,3082164089274.964
2009-01-05,6582216454.0,142135143133.39343,39.08,696508788807.0139,3090103095342.225
2009-01-06,7526690145.0,165781253553.20465,38.56,672850009094.4049,3095957045004.75
2009-01-07,6725760519.0,141485833534.93237,43.39,674301753312.3037,3122977356564.0303
2009-01-08,6510246493.0,137756575457.71228,42.56,702505599353.5579,3117708490432.1187
2009-01-09,6141641120.0,125739813573.82144,42.82,736646796504.0149,3164050994736.338
2009-01-12,6500095413.0,125745312687.3432,45.84,762613202222.4459,3178689530465.5146
2009-01-13,6979581471.0,142122473840.59567,43.27,786750999267.9985,3194677807490.6484
2009-01-14,7341855343.0,142937577752.831,49.14,802460422282.3357,3173731094767.9688
2009-01-15,8857696681.0,165960421498.96655,51.0,789930415172.8057,3156483625813.162
2009-01-16,8319448814.0,159881010724.27838,46.11,771781441412.9624,3137085206837.74
2009-01-20,8381040289.0,151711718405.77432,56.65,750728738493.4937,3121569219387.919
2009-01-21,8537534441.0,166260270886.14825,46.42,752052126728.5348,3129160342302.462
2009-01-22,8132522684.0,158647000767.16827,47.29,732202820783.0728,3110813516394.3604
2009-01-23,7972934153.0,153430414389.43643,47.27,727261869669.9185,3124222581427.8467
2009-01-26,7144434046.0,141732036964.435,45.69,718794953165.8477,3155413810630.141
2009-01-27,6554663056.0,130659015486.30573,42.25,730178216618.6172,3180287523462.181
2009-01-28,8295621808.0,167583659121.18933,39.66,712668706698.0823,3184350543773.926
2009-01-29,7006401712.0,138797694821.70624,42.63,745506215092.1062,3201958649303.6484
2009-01-30,7473855588.0,148489463276.28223,44.84,765522896910.0363,3211760033353.07
2009-02-02,7052050708.0,133265120460.36407,45.52,764745485775.4727,3241557586682.419
2009-02-03,7372967558.0,142042278939.0753,43.06,794785524714.4382,3253041930779.534
2009-02-04,7934707963.0,150074149200.65442,43.85,785095223930.3037,3262476113013.9307
2009-02-05,9152705642.0,171635203215.7302,43.73,771570771580.303,3226424581278.609
2009-02-06,8888723028.0,168506145094.2123,43.37,725055491516.2422,3232255038231.974
2009-02-09,6863454649.0,132487709325.8004,43.64,741280734734.6014,3254478155336.5923
2009-02-10,9251581187.0,172082317878.0409,46.67,709681008605.4163,3250314255536.0186
2009-02-11,7437402941.0,140383848416.5199,44.53,705492891144.8502,3254914249155.411
2009-02-12,8200425366.0,158110750865.72943,41.25,721233534079.812,3245141991860.4707
2009-02-13,6585983052.0,121990865030.1516,42.93,739542843908.7268,3262429667073.588
2009-02-17,8261033542.0,148712952544.15964,48.66,757669370787.49,3301552076571.638
2009-02-18,7788585864.0,140482591748.85577,48.46,790110045205.363,3329045687062.2964
2009-02-19,7764331890.0,136195730955.95374,47.08,809447042567.7556,3355745877799.0225
2009-02-20,10691085555.0,173851393800.69135,49.3,807242328199.9978,3355298820724.3135
2009-02-23,8555435873.0,140300174859.06644,52.62,823347953692.3606,3364945501076.6323
2009-02-24,9611800544.0,166839479422.92267,45.49,814799321595.1412,3371888022402.894
2009-02-25,9884630694.0,172923266166.7288,44.67,804938729218.1252,3376888430907.161
2009-02-26,8920962206.0,155532728318.3463,44.66,802932623935.9705,3352455010347.457
2009-02-27,11310493967.0,171646679432.93353,46.35,790794275938.0875,3312372631634.7886
2009-03-02,10153520985.0,156405800351.4292,52.65,769972147067.0664,3302112579437.938
2009-03-03,9989329098.0,158290847325.70352,50.93,786017901788.9403,3294899375264.404
2009-03-04,9948434010.0,163062673789.71268,47.56,777666054429.6462,3322108875991.594
2009-03-05,9806238239.0,153526623036.19153,50.17,792057849470.9224,3320593752494.1816
2009-03-06,9761035442.0,159508331435.0507,49.33,777533360071.7837,3297506649061.322
2009-03-09,8320210754.0,135583671480.40802,49.68,790288182162.1646,3289113156877.539
2009-03-10,11047629874.0,174336602047.57755,44.37,755230120357.8556,3240908047636.312
2009-03-11,9468845175.0,154710826430.41852,43.61,788354655969.6475,3260313816772.379
2009-03-12,9803471307.0,167918418077.46753,41.18,788412440131.6946,3234632389016.656
2009-03-13,8817972589.0,144983842035.91214,42.36,806324519788.4619,3251169090578.871
2009-03-16,10003634503.0,148338493570.78882,43.74,831390362943.6554,3252130291567.809
2009-03-17,8248462320.0,139278540243.26852,40.8,842058677911.772,3276782118468.4746
2009-03-18,11876284449.0,187835362042.21045,40.06,828005316618.7462,3259983008325.4297
